YEAR,MONTH,DAY,HOUR,CNT,TOTAL_CNT
2021,4,29,17,3,650
2021,4,30,8,147,534
2021,4,30,9,107,534
2021,4,30,10,78,534
2021,4,30,11,65,534
2021,4,30,12,32,534
2021,4,30,13,30,534
2021,4,30,14,31,534
2021,4,30,15,15,534
2021,4,30,16,22,534
2021,4,30,17,7,534
2021,5,3,8,255,1127
2021,5,3,9,314,1127
2021,5,3,10,136,1127
2021,5,3,11,62,1127
2021,5,3,12,50,1127
2021,5,3,13,67,1127
2021,5,3,14,70,1127
2021,5,3,15,86,1127
2021,5,3,16,81,1127
2021,5,3,17,6,1127
2021,5,4,8,165,722
2021,5,4,9,159,722
2021,5,4,10,89,722
2021,5,4,11,75,722
2021,5,4,12,52,722
2021,5,4,13,21,722
2021,5,4,14,65,722
2021,5,4,15,38,722
2021,5,4,16,55,722
2021,5,4,17,3,722
2021,5,6,8,192,775
2021,5,6,9,176,775
2021,5,6,10,112,775
2021,5,6,11,59,775
2021,5,6,12,51,775
2021,5,6,13,58,775
2021,5,6,14,64,775
2021,5,6,15,35,775
2021,5,6,16,28,775
2021,5,7,8,173,636
2021,5,7,9,87,636
2021,5,7,10,98,636
2021,5,7,11,75,636
2021,5,7,12,41,636
2021,5,7,13,29,636
2021,5,7,14,44,636
2021,5,7,15,40,636
2021,5,7,16,47,636
2021,5,7,17,2,636
2021,5,10,8,232,982
2021,5,10,9,249,982
2021,5,10,10,127,982
2021,5,10,11,53,982
2021,5,10,12,62,982
2021,5,10,13,45,982
2021,5,10,14,65,982
2021,5,10,15,67,982
2021,5,10,16,75,982
2021,5,10,17,7,982
2021,5,11,8,188,840
2021,5,11,9,176,840
2021,5,11,10,117,840
2021,5,11,11,71,840
2021,5,11,12,41,840
2021,5,11,13,58,840
2021,5,11,14,47,840
2021,5,11,15,80,840
2021,5,11,16,49,840
2021,5,11,17,13,840
2021,5,12,8,95,724
2021,5,12,9,150,724
2021,5,12,10,123,724
2021,5,12,11,106,724
2021,5,12,12,74,724
2021,5,12,13,41,724
2021,5,12,14,73,724
2021,5,12,15,30,724
2021,5,12,16,32,724
2021,5,13,8,158,729
2021,5,13,9,129,729
2021,5,13,10,148,729
2021,5,13,11,88,729
2021,5,13,12,20,729
2021,5,13,13,41,729
2021,5,13,14,41,729
2021,5,13,15,69,729
2021,5,13,16,35,729
2021,5,14,8,202,695
2021,5,14,9,137,695
2021,5,14,10,94,695
2021,5,14,11,75,695
2021,5,14,12,44,695
2021,5,14,13,30,695
2021,5,14,14,44,695
2021,5,14,15,42,695
2021,5,14,16,19,695
2021,5,14,17,8,695
2021,5,17,8,216,920
2021,5,17,9,150,920
2021,5,17,10,108,920
2021,5,17,11,50,920
2021,5,17,12,67,920
2021,5,17,13,58,920
2021,5,17,14,98,920
2021,5,17,15,85,920
2021,5,17,16,87,920
2021,5,17,17,1,920
2021,5,18,8,165,718
2021,5,18,9,169,718
2021,5,18,10,77,718
2021,5,18,11,58,718
2021,5,18,12,36,718
2021,5,18,13,31,718
2021,5,18,14,60,718
2021,5,18,15,85,718
2021,5,18,16,34,718
2021,5,18,17,3,718
2021,5,20,8,169,752
2021,5,20,9,140,752
2021,5,20,10,92,752
2021,5,20,11,61,752
2021,5,20,12,60,752
2021,5,20,13,36,752
2021,5,20,14,90,752
2021,5,20,15,69,752
2021,5,20,16,30,752
2021,5,20,17,5,752
2021,5,21,8,125,536
2021,5,21,9,106,536
2021,5,21,10,97,536
2021,5,21,11,54,536
2021,5,21,12,23,536
2021,5,21,13,24,536
2021,5,21,14,51,536
2021,5,21,15,19,536
2021,5,21,16,37,536
2021,5,24,8,198,1001
2021,5,24,9,223,1001
2021,5,24,10,107,1001
2021,5,24,11,77,1001
2021,5,24,12,79,1001
2021,5,24,13,38,1001
2021,5,24,14,116,1001
2021,5,24,15,88,1001
2021,5,24,16,70,1001
2021,5,24,17,5,1001
2021,5,25,8,133,721
2021,5,25,9,117,721
2021,5,25,10,115,721
2021,5,25,11,79,721
2021,5,25,12,36,721
2021,5,25,13,24,721
2021,5,25,14,49,721
2021,5,25,15,97,721
2021,5,25,16,62,721
2021,5,25,17,9,721
2021,5,26,8,128,735
2021,5,26,9,103,735
2021,5,26,10,135,735
2021,5,26,11,103,735
2021,5,26,12,79,735
2021,5,26,13,51,735
2021,5,26,14,29,735
2021,5,26,15,66,735
2021,5,26,16,39,735
2021,5,26,17,2,735
2021,5,27,8,208,765
2021,5,27,9,134,765
2021,5,27,10,79,765
2021,5,27,11,36,765
2021,5,27,12,61,765
2021,5,27,13,64,765
2021,5,27,14,68,765
2021,5,27,15,66,765
2021,5,27,16,47,765
2021,5,27,17,2,765
2021,5,28,8,219,660
2021,5,28,9,73,660
2021,5,28,10,87,660
2021,5,28,11,57,660
2021,5,28,12,37,660
2021,5,28,13,22,660
2021,5,28,14,68,660
2021,5,28,15,57,660
2021,5,28,16,36,660
2021,5,28,17,4,660
2021,5,31,8,200,831
2021,5,31,9,100,831
2021,5,31,10,146,831
2021,5,31,11,57,831
2021,5,31,12,70,831
2021,5,31,13,47,831
2021,5,31,14,83,831
2021,5,31,15,68,831
2021,5,31,16,57,831
2021,5,31,17,3,831
2021,6,1,8,170,758
2021,6,1,9,97,758
2021,6,1,10,121,758
2021,6,1,11,72,758
2021,6,1,12,64,758
2021,6,1,13,33,758
2021,6,1,14,77,758
2021,6,1,15,80,758
2021,6,1,16,44,758
2021,6,2,8,129,730
2021,6,2,9,104,730
2021,6,2,10,91,730
2021,6,2,11,84,730
2021,6,2,12,53,730
2021,6,2,13,81,730
2021,6,2,14,80,730
2021,6,2,15,73,730
2021,6,2,16,27,730
2021,6,2,17,8,730
2021,6,3,8,89,684
2021,6,3,9,177,684
2021,6,3,10,65,684
2021,6,3,11,51,684
2021,6,3,12,54,684
2021,6,3,13,28,684
2021,6,3,14,82,684
2021,6,3,15,96,684
2021,6,3,16,39,684
2021,6,3,17,3,684
2021,6,4,8,70,537
2021,6,4,9,109,537
2021,6,4,10,60,537
2021,6,4,11,64,537
2021,6,4,12,32,537
2021,6,4,13,38,537
2021,6,4,14,58,537
2021,6,4,15,83,537
2021,6,4,16,23,537
2021,6,7,8,267,1110
2021,6,7,9,144,1110
2021,6,7,10,120,1110
2021,6,7,11,121,1110
2021,6,7,12,73,1110
2021,6,7,13,64,1110
2021,6,7,14,117,1110
2021,6,7,15,106,1110
2021,6,7,16,63,1110
2021,6,7,17,35,1110
2021,6,8,8,170,793
2021,6,8,9,134,793
2021,6,8,10,122,793
2021,6,8,11,74,793
2021,6,8,12,59,793
2021,6,8,13,35,793
2021,6,8,14,60,793
2021,6,8,15,91,793
2021,6,8,16,48,793
2021,6,9,8,175,780
2021,6,9,9,92,780
2021,6,9,10,85,780
2021,6,9,11,97,780
2021,6,9,12,43,780
2021,6,9,13,38,780
2021,6,9,14,113,780
2021,6,9,15,76,780
2021,6,9,16,46,780
2021,6,9,17,15,780
2021,6,10,8,147,715
2021,6,10,9,113,715
2021,6,10,10,135,715
2021,6,10,11,65,715
2021,6,10,12,67,715
2021,6,10,13,34,715
2021,6,10,14,71,715
2021,6,10,15,53,715
2021,6,10,16,30,715
2021,6,11,8,188,650
2021,6,11,9,133,650
2021,6,11,10,77,650
2021,6,11,11,58,650
2021,6,11,12,62,650
2021,6,11,13,38,650
2021,6,11,14,52,650
2021,6,11,15,22,650
2021,6,11,16,19,650
2021,6,11,17,1,650
2021,6,14,8,315,1228
2021,6,14,9,274,1228
2021,6,14,10,66,1228
2021,6,14,11,117,1228
2021,6,14,12,86,1228
2021,6,14,13,58,1228
2021,6,14,14,81,1228
2021,6,14,15,123,1228
2021,6,14,16,86,1228
2021,6,14,17,22,1228
2021,6,15,8,134,764
2021,6,15,9,143,764
2021,6,15,10,104,764
2021,6,15,11,106,764
2021,6,15,12,65,764
2021,6,15,13,50,764
2021,6,15,14,50,764
2021,6,15,15,88,764
2021,6,15,16,24,764
2021,6,16,8,122,721
2021,6,16,9,62,721
2021,6,16,10,102,721
2021,6,16,11,109,721
2021,6,16,12,97,721
2021,6,16,13,50,721
2021,6,16,14,52,721
2021,6,16,15,76,721
2021,6,16,16,51,721
2021,6,17,8,116,727
2021,6,17,9,147,727
2021,6,17,10,97,727
2021,6,17,11,46,727
2021,6,17,12,63,727
2021,6,17,13,46,727
2021,6,17,14,61,727
2021,6,17,15,86,727
2021,6,17,16,54,727
2021,6,17,17,11,727
2021,6,18,8,134,687
2021,6,18,9,206,687
2021,6,18,10,91,687
2021,6,18,11,56,687
2021,6,18,12,45,687
2021,6,18,13,27,687
2021,6,18,14,62,687
2021,6,18,15,37,687
2021,6,18,16,29,687
2021,6,21,8,254,1040
2021,6,21,9,174,1040
2021,6,21,10,133,1040
2021,6,21,11,62,1040
2021,6,21,12,78,1040
2021,6,21,13,57,1040
2021,6,21,14,91,1040
2021,6,21,15,122,1040
2021,6,21,16,61,1040
2021,6,21,17,8,1040
2021,6,22,8,164,755
2021,6,22,9,108,755
2021,6,22,10,71,755
2021,6,22,11,59,755
2021,6,22,12,66,755
2021,6,22,13,21,755
2021,6,22,14,121,755
2021,6,22,15,80,755
2021,6,22,16,61,755
2021,6,22,17,4,755
2021,6,23,8,170,678
2021,6,23,9,53,678
2021,6,23,10,63,678
2021,6,23,11,104,678
2021,6,23,12,62,678
2021,6,23,13,35,678
2021,6,23,14,41,678
2021,6,23,15,72,678
2021,6,23,16,78,678
2021,6,24,8,120,627
2021,6,24,9,97,627
2021,6,24,10,130,627
2021,6,24,11,66,627
2021,6,24,12,51,627
2021,6,24,13,13,627
2021,6,24,14,67,627
2021,6,24,15,55,627
2021,6,24,16,23,627
2021,6,24,17,5,627
2021,6,25,8,221,641
2021,6,25,9,105,641
2021,6,25,10,106,641
2021,6,25,11,51,641
2021,6,25,12,29,641
2021,6,25,13,13,641
2021,6,25,14,66,641
2021,6,25,15,34,641
2021,6,25,16,15,641
2021,6,25,17,1,641
2021,6,28,8,244,1028
2021,6,28,9,205,1028
2021,6,28,10,84,1028
2021,6,28,11,70,1028
2021,6,28,12,61,1028
2021,6,28,13,57,1028
2021,6,28,14,102,1028
2021,6,28,15,116,1028
2021,6,28,16,86,1028
2021,6,28,17,3,1028
2021,6,29,8,180,806
2021,6,29,9,114,806
2021,6,29,10,122,806
2021,6,29,11,85,806
2021,6,29,12,76,806
2021,6,29,13,46,806
2021,6,29,14,52,806
2021,6,29,15,80,806
2021,6,29,16,41,806
2021,6,29,17,10,806
2021,6,30,8,121,725
2021,6,30,9,87,725
2021,6,30,10,162,725
2021,6,30,11,58,725
2021,6,30,12,58,725
2021,6,30,13,38,725
2021,6,30,14,92,725
2021,6,30,15,74,725
2021,6,30,16,34,725
2021,6,30,17,1,725
2021,7,1,8,190,878
2021,7,1,9,183,878
2021,7,1,10,91,878
2021,7,1,11,96,878
2021,7,1,12,44,878
2021,7,1,13,42,878
2021,7,1,14,60,878
2021,7,1,15,109,878
2021,7,1,16,34,878
2021,7,1,19,12,878
2021,7,1,20,17,878
2021,7,2,8,192,733
2021,7,2,9,156,733
2021,7,2,10,99,733
2021,7,2,11,61,733
2021,7,2,12,52,733
2021,7,2,13,26,733
2021,7,2,14,35,733
2021,7,2,15,81,733
2021,7,2,16,25,733
2021,7,2,17,6,733
2021,7,5,8,255,1071
2021,7,5,9,234,1071
2021,7,5,10,109,1071
2021,7,5,11,93,1071
2021,7,5,12,84,1071
2021,7,5,13,50,1071
2021,7,5,14,59,1071
2021,7,5,15,124,1071
2021,7,5,16,54,1071
2021,7,5,17,9,1071
2021,7,6,8,139,722
2021,7,6,9,173,722
2021,7,6,10,96,722
2021,7,6,11,85,722
2021,7,6,12,78,722
2021,7,6,13,21,722
2021,7,6,14,67,722
2021,7,6,15,31,722
2021,7,6,16,26,722
2021,7,6,17,6,722
2021,7,7,8,147,722
2021,7,7,9,78,722
2021,7,7,10,138,722
2021,7,7,11,61,722
2021,7,7,12,57,722
2021,7,7,13,61,722
2021,7,7,14,44,722
2021,7,7,15,85,722
2021,7,7,16,49,722
2021,7,7,17,2,722
2021,7,8,8,210,919
2021,7,8,9,199,919
2021,7,8,10,138,919
2021,7,8,11,88,919
2021,7,8,12,63,919
2021,7,8,13,30,919
2021,7,8,14,46,919
2021,7,8,15,102,919
2021,7,8,16,41,919
2021,7,8,17,2,919
2021,7,9,8,182,666
2021,7,9,9,111,666
2021,7,9,10,90,666
2021,7,9,11,70,666
2021,7,9,12,25,666
2021,7,9,13,39,666
2021,7,9,14,29,666
2021,7,9,15,81,666
2021,7,9,16,36,666
2021,7,9,17,3,666
2021,7,12,8,254,1132
2021,7,12,9,200,1132
2021,7,12,10,172,1132
2021,7,12,11,103,1132
2021,7,12,12,92,1132
2021,7,12,13,40,1132
2021,7,12,14,123,1132
2021,7,12,15,73,1132
2021,7,12,16,57,1132
2021,7,12,17,18,1132
2021,7,13,8,228,973
2021,7,13,9,190,973
2021,7,13,10,113,973
2021,7,13,11,70,973
2021,7,13,12,61,973
2021,7,13,13,45,973
2021,7,13,14,104,973
2021,7,13,15,86,973
2021,7,13,16,63,973
2021,7,13,17,13,973
2021,7,14,8,153,750
2021,7,14,9,97,750
2021,7,14,10,94,750
2021,7,14,11,76,750
2021,7,14,12,46,750
2021,7,14,13,61,750
2021,7,14,14,88,750
2021,7,14,15,69,750
2021,7,14,16,62,750
2021,7,14,17,4,750
2021,7,15,8,207,773
2021,7,15,9,134,773
2021,7,15,10,119,773
2021,7,15,11,61,773
2021,7,15,12,41,773
2021,7,15,13,24,773
2021,7,15,14,58,773
2021,7,15,15,63,773
2021,7,15,16,57,773
2021,7,15,17,9,773
2021,7,16,8,176,761
2021,7,16,9,116,761
2021,7,16,10,178,761
2021,7,16,11,64,761
2021,7,16,12,40,761
2021,7,16,13,21,761
2021,7,16,14,70,761
2021,7,16,15,49,761
2021,7,16,16,47,761
2021,7,19,8,233,1038
2021,7,19,9,132,1038
2021,7,19,10,151,1038
2021,7,19,11,115,1038
2021,7,19,12,70,1038
2021,7,19,13,45,1038
2021,7,19,14,65,1038
2021,7,19,15,152,1038
2021,7,19,16,65,1038
2021,7,19,17,10,1038
2021,7,20,8,79,744
2021,7,20,9,129,744
2021,7,20,10,124,744
2021,7,20,11,86,744
2021,7,20,12,68,744
2021,7,20,13,32,744
2021,7,20,14,64,744
2021,7,20,15,95,744
2021,7,20,16,58,744
2021,7,20,17,9,744
2021,7,21,8,168,803
2021,7,21,9,114,803
2021,7,21,10,122,803
2021,7,21,11,79,803
2021,7,21,12,79,803
2021,7,21,13,33,803
2021,7,21,14,79,803
2021,7,21,15,77,803
2021,7,21,16,52,803
2021,7,22,8,179,908
2021,7,22,9,156,908
2021,7,22,10,124,908
2021,7,22,11,96,908
2021,7,22,12,61,908
2021,7,22,13,64,908
2021,7,22,14,77,908
2021,7,22,15,100,908
2021,7,22,16,46,908
2021,7,22,17,5,908
2021,7,23,8,192,759
2021,7,23,9,137,759
2021,7,23,10,111,759
2021,7,23,11,64,759
2021,7,23,12,31,759
2021,7,23,13,40,759
2021,7,23,14,63,759
2021,7,23,15,82,759
2021,7,23,16,37,759
2021,7,23,17,2,759
2021,7,26,8,308,1181
2021,7,26,9,234,1181
2021,7,26,10,167,1181
2021,7,26,11,80,1181
2021,7,26,12,44,1181
2021,7,26,13,70,1181
2021,7,26,14,57,1181
2021,7,26,15,171,1181
2021,7,26,16,50,1181
2021,7,27,8,138,819
2021,7,27,9,82,819
2021,7,27,10,149,819
2021,7,27,11,83,819
2021,7,27,12,72,819
2021,7,27,13,23,819
2021,7,27,14,66,819
2021,7,27,15,107,819
2021,7,27,16,95,819
2021,7,27,17,4,819
2021,7,28,8,110,782
2021,7,28,9,155,782
2021,7,28,10,76,782
2021,7,28,11,92,782
2021,7,28,12,40,782
2021,7,28,13,44,782
2021,7,28,14,68,782
2021,7,28,15,147,782
2021,7,28,16,49,782
2021,7,28,17,1,782
2021,7,29,8,108,719
2021,7,29,9,127,719
2021,7,29,10,133,719
2021,7,29,11,69,719
2021,7,29,12,40,719
2021,7,29,13,29,719
2021,7,29,14,48,719
2021,7,29,15,102,719
2021,7,29,16,61,719
2021,7,29,17,2,719
2021,7,30,8,111,579
2021,7,30,9,109,579
2021,7,30,10,101,579
2021,7,30,11,62,579
2021,7,30,12,42,579
2021,7,30,13,18,579
2021,7,30,14,65,579
2021,7,30,15,42,579
2021,7,30,16,25,579
2021,7,30,17,4,579
2021,8,2,8,234,1073
2021,8,2,9,237,1073
2021,8,2,10,118,1073
2021,8,2,11,52,1073
2021,8,2,12,70,1073
2021,8,2,13,43,1073
2021,8,2,14,110,1073
2021,8,2,15,119,1073
2021,8,2,16,82,1073
2021,8,2,17,8,1073
2021,8,3,8,136,662
2021,8,3,9,144,662
2021,8,3,10,80,662
2021,8,3,11,73,662
2021,8,3,12,71,662
2021,8,3,13,19,662
2021,8,3,14,35,662
2021,8,3,15,66,662
2021,8,3,16,38,662
2021,8,4,8,241,814
2021,8,4,9,116,814
2021,8,4,10,99,814
2021,8,4,11,53,814
2021,8,4,12,91,814
2021,8,4,13,74,814
2021,8,4,14,67,814
2021,8,4,15,43,814
2021,8,4,16,28,814
2021,8,4,17,2,814
2021,8,5,8,238,932
2021,8,5,9,165,932
2021,8,5,10,81,932
2021,8,5,11,96,932
2021,8,5,12,78,932
2021,8,5,13,46,932
2021,8,5,14,58,932
2021,8,5,15,92,932
2021,8,5,16,73,932
2021,8,5,17,5,932
2021,8,6,8,165,666
2021,8,6,9,132,666
2021,8,6,10,70,666
2021,8,6,11,63,666
2021,8,6,12,55,666
2021,8,6,13,27,666
2021,8,6,14,74,666
2021,8,6,15,46,666
2021,8,6,16,34,666
2021,8,9,8,253,1095
2021,8,9,9,234,1095
2021,8,9,10,117,1095
2021,8,9,11,112,1095
2021,8,9,12,70,1095
2021,8,9,13,47,1095
2021,8,9,14,102,1095
2021,8,9,15,111,1095
2021,8,9,16,42,1095
2021,8,9,17,7,1095
2021,8,10,8,160,877
2021,8,10,9,177,877
2021,8,10,10,128,877
2021,8,10,11,58,877
2021,8,10,12,54,877
2021,8,10,13,34,877
2021,8,10,14,110,877
2021,8,10,15,63,877
2021,8,10,16,74,877
2021,8,10,17,19,877
2021,8,11,8,167,828
2021,8,11,9,126,828
2021,8,11,10,93,828
2021,8,11,11,115,828
2021,8,11,12,54,828
2021,8,11,13,31,828
2021,8,11,14,117,828
2021,8,11,15,72,828
2021,8,11,16,48,828
2021,8,11,17,5,828
2021,8,12,8,208,893
2021,8,12,9,201,893
2021,8,12,10,116,893
2021,8,12,11,39,893
2021,8,12,12,57,893
2021,8,12,13,48,893
2021,8,12,14,39,893
2021,8,12,15,116,893
2021,8,12,16,60,893
2021,8,12,17,9,893
2021,8,13,8,178,711
2021,8,13,9,120,711
2021,8,13,10,66,711
2021,8,13,11,62,711
2021,8,13,12,77,711
2021,8,13,13,39,711
2021,8,13,14,43,711
2021,8,13,15,64,711
2021,8,13,16,53,711
2021,8,13,17,9,711
2021,8,17,8,215,1053
2021,8,17,9,292,1053
2021,8,17,10,146,1053
2021,8,17,11,109,1053
2021,8,17,12,84,1053
2021,8,17,13,46,1053
2021,8,17,14,62,1053
2021,8,17,15,71,1053
2021,8,17,16,26,1053
2021,8,17,17,2,1053
2021,8,18,8,148,823
2021,8,18,9,144,823
2021,8,18,10,129,823
2021,8,18,11,96,823
2021,8,18,12,82,823
2021,8,18,13,34,823
2021,8,18,14,50,823
2021,8,18,15,101,823
2021,8,18,16,35,823
2021,8,18,17,4,823
2021,8,19,8,269,851
2021,8,19,9,118,851
2021,8,19,10,104,851
2021,8,19,11,67,851
2021,8,19,12,79,851
2021,8,19,13,34,851
2021,8,19,14,51,851
2021,8,19,15,100,851
2021,8,19,16,23,851
2021,8,19,17,6,851
2021,8,20,8,190,651
2021,8,20,9,153,651
2021,8,20,10,73,651
2021,8,20,11,41,651
2021,8,20,12,36,651
2021,8,20,13,33,651
2021,8,20,14,63,651
2021,8,20,15,45,651
2021,8,20,16,17,651
2021,8,23,8,242,958
2021,8,23,9,168,958
2021,8,23,10,154,958
2021,8,23,11,75,958
2021,8,23,12,52,958
2021,8,23,13,36,958
2021,8,23,14,50,958
2021,8,23,15,115,958
2021,8,23,16,66,958
2021,8,24,8,138,771
2021,8,24,9,125,771
2021,8,24,10,98,771
2021,8,24,11,67,771
2021,8,24,12,71,771
2021,8,24,13,53,771
2021,8,24,14,66,771
2021,8,24,15,75,771
2021,8,24,16,74,771
2021,8,24,17,4,771
2021,8,25,8,132,646
2021,8,25,9,121,646
2021,8,25,10,99,646
2021,8,25,11,83,646
2021,8,25,12,53,646
2021,8,25,13,33,646
2021,8,25,14,41,646
2021,8,25,15,51,646
2021,8,25,16,31,646
2021,8,25,17,2,646
2021,8,26,8,4,370
2021,8,26,10,38,370
2021,8,26,11,61,370
2021,8,26,12,63,370
2021,8,26,13,16,370
2021,8,26,14,46,370
2021,8,26,15,108,370
2021,8,26,16,31,370
2021,8,26,17,2,370
2021,8,26,9,1,370
2021,8,27,8,125,706
2021,8,27,9,169,706
2021,8,27,10,95,706
2021,8,27,11,39,706
2021,8,27,12,41,706
2021,8,27,13,32,706
2021,8,27,14,86,706
2021,8,27,15,67,706
2021,8,27,16,48,706
2021,8,27,17,4,706
2021,8,30,8,309,1210
2021,8,30,9,224,1210
2021,8,30,10,108,1210
2021,8,30,11,154,1210
2021,8,30,12,52,1210
2021,8,30,13,43,1210
2021,8,30,14,54,1210
2021,8,30,15,160,1210
2021,8,30,16,93,1210
2021,8,30,17,13,1210
2021,8,31,8,185,880
2021,8,31,9,187,880
2021,8,31,10,105,880
2021,8,31,11,72,880
2021,8,31,12,75,880
2021,8,31,13,34,880
2021,8,31,14,63,880
2021,8,31,15,92,880
2021,8,31,16,59,880
2021,8,31,17,8,880
2021,9,1,8,151,870
2021,9,1,9,156,870
2021,9,1,10,134,870
2021,9,1,11,98,870
2021,9,1,12,79,870
2021,9,1,13,60,870
2021,9,1,14,109,870
2021,9,1,15,55,870
2021,9,1,16,20,870
2021,9,1,17,8,870
2021,9,2,8,215,938
2021,9,2,9,181,938
2021,9,2,10,117,938
2021,9,2,11,100,938
2021,9,2,12,74,938
2021,9,2,13,48,938
2021,9,2,14,70,938
2021,9,2,15,101,938
2021,9,2,16,26,938
2021,9,2,17,6,938
2021,9,3,8,148,624
2021,9,3,9,126,624
2021,9,3,10,67,624
2021,9,3,11,49,624
2021,9,3,12,33,624
2021,9,3,13,17,624
2021,9,3,14,41,624
2021,9,3,15,97,624
2021,9,3,16,45,624
2021,9,3,17,1,624
2021,9,6,8,263,1162
2021,9,6,9,210,1162
2021,9,6,10,144,1162
2021,9,6,11,73,1162
2021,9,6,12,78,1162
2021,9,6,13,83,1162
2021,9,6,14,95,1162
2021,9,6,15,120,1162
2021,9,6,16,90,1162
2021,9,6,17,6,1162
2021,9,7,8,183,893
2021,9,7,9,183,893
2021,9,7,10,115,893
2021,9,7,11,63,893
2021,9,7,12,81,893
2021,9,7,13,31,893
2021,9,7,14,105,893
2021,9,7,15,76,893
2021,9,7,16,46,893
2021,9,7,17,10,893
2021,9,8,8,121,891
2021,9,8,9,129,891
2021,9,8,10,135,891
2021,9,8,11,128,891
2021,9,8,12,97,891
2021,9,8,13,74,891
2021,9,8,14,78,891
2021,9,8,15,77,891
2021,9,8,16,46,891
2021,9,8,17,6,891
2021,9,9,8,192,951
2021,9,9,9,320,951
2021,9,9,10,109,951
2021,9,9,11,77,951
2021,9,9,12,41,951
2021,9,9,13,36,951
2021,9,9,14,58,951
2021,9,9,15,63,951
2021,9,9,16,45,951
2021,9,9,17,10,951
2021,9,10,8,148,720
2021,9,10,9,97,720
2021,9,10,10,155,720
2021,9,10,11,67,720
2021,9,10,12,70,720
2021,9,10,13,18,720
2021,9,10,14,37,720
2021,9,10,15,89,720
2021,9,10,16,34,720
2021,9,10,17,5,720
2021,9,13,8,213,1139
2021,9,13,9,209,1139
2021,9,13,10,196,1139
2021,9,13,11,93,1139
2021,9,13,12,97,1139
2021,9,13,13,41,1139
2021,9,13,14,75,1139
2021,9,13,15,109,1139
2021,9,13,16,97,1139
2021,9,13,17,9,1139
2021,9,14,8,199,801
2021,9,14,9,108,801
2021,9,14,10,134,801
2021,9,14,11,80,801
2021,9,14,12,66,801
2021,9,14,13,29,801
2021,9,14,14,48,801
2021,9,14,15,93,801
2021,9,14,16,41,801
2021,9,14,17,3,801
2021,9,15,8,133,764
2021,9,15,9,117,764
2021,9,15,10,141,764
2021,9,15,11,84,764
2021,9,15,12,45,764
2021,9,15,13,50,764
2021,9,15,14,87,764
2021,9,15,15,72,764
2021,9,15,16,31,764
2021,9,15,17,4,764
2021,9,16,8,215,807
2021,9,16,9,139,807
2021,9,16,10,126,807
2021,9,16,11,56,807
2021,9,16,12,46,807
2021,9,16,13,36,807
2021,9,16,14,73,807
2021,9,16,15,59,807
2021,9,16,16,50,807
2021,9,16,17,7,807
2021,9,17,8,149,664
2021,9,17,9,96,664
2021,9,17,10,117,664
2021,9,17,11,37,664
2021,9,17,12,30,664
2021,9,17,13,22,664
2021,9,17,14,87,664
2021,9,17,15,65,664
2021,9,17,16,57,664
2021,9,17,17,4,664
2021,9,23,8,264,1114
2021,9,23,9,237,1114
2021,9,23,10,157,1114
2021,9,23,11,136,1114
2021,9,23,12,54,1114
2021,9,23,13,41,1114
2021,9,23,14,65,1114
2021,9,23,15,112,1114
2021,9,23,16,42,1114
2021,9,23,17,6,1114
2021,9,24,8,136,693
2021,9,24,9,88,693
2021,9,24,10,110,693
2021,9,24,11,60,693
2021,9,24,12,57,693
2021,9,24,13,24,693
2021,9,24,14,51,693
2021,9,24,15,67,693
2021,9,24,16,23,693
2021,9,24,17,7,693
2021,9,24,22,70,693
2021,9,27,8,309,1101
2021,9,27,9,190,1101
2021,9,27,10,130,1101
2021,9,27,11,108,1101
2021,9,27,12,62,1101
2021,9,27,13,70,1101
2021,9,27,14,48,1101
2021,9,27,15,100,1101
2021,9,27,16,73,1101
2021,9,27,17,11,1101
2021,9,28,8,58,627
2021,9,28,10,47,627
2021,9,28,11,66,627
2021,9,28,12,98,627
2021,9,28,13,30,627
2021,9,28,14,97,627
2021,9,28,15,135,627
2021,9,28,16,77,627
2021,9,28,17,19,627
2021,9,29,8,141,876
2021,9,29,9,131,876
2021,9,29,10,200,876
2021,9,29,11,108,876
2021,9,29,12,56,876
2021,9,29,13,48,876
2021,9,29,14,57,876
2021,9,29,15,107,876
2021,9,29,16,21,876
2021,9,29,17,2,876
2021,9,29,19,5,876
2021,9,30,8,208,869
2021,9,30,9,125,869
2021,9,30,10,160,869
2021,9,30,11,92,869
2021,9,30,12,89,869
2021,9,30,13,25,869
2021,9,30,14,49,869
2021,9,30,15,88,869
2021,9,30,16,33,869
2021,10,1,8,192,805
2021,10,1,9,160,805
2021,10,1,10,97,805
2021,10,1,11,75,805
2021,10,1,12,38,805
2021,10,1,13,45,805
2021,10,1,14,76,805
2021,10,1,15,49,805
2021,10,1,16,65,805
2021,10,1,17,8,805
